Ticker,Category Name,Family,Legal Type,Annual Report Expense Ratio,Annual Holdings Turnover,Total Net Assets,Cash Position,Stock Position,Bond Position,Preferred Position,Convertible Position,Other Position,Price/Earnings,Price/Book,Price/Sales,Price/Cashflow,Median Market Cap,3 Year Earnings Growth,Duration,Maturity,Credit Quality,Bb,Aa,Aaa,A,Other,B,Bbb,Below B,Us Government,Realestate,Consumer Cyclical,Basic Materials,Consumer Defensive,Technology,Communication Services,Financial Services,Utilities,Industrials,Energy,Healthcare,Top Position 1,Top Position 2,Top Position 3,Top Position 4,Top Position 5,Top Position 6,Top Position 7,Top Position 8,Top Position 9,Top Position 10,Weight of Top Position 1,Weight of Top Position 2,Weight of Top Position 3,Weight of Top Position 4,Weight of Top Position 5,Weight of Top Position 6,Weight of Top Position 7,Weight of Top Position 8,Weight of Top Position 9,Weight of Top Position 10,Ticker
FDL,Large Value,First Trust,Exchange Traded Fund,0.0045,0.46,75173.99,0.0005,0.9995,0.0,0.0,0.0,0.0,0.06628,0.57326,0.78502,0.1198,,,,,,,,,,,,,,0.0,0.0,0.0507,0.0223,0.1608,0.0463,0.090500005,0.16209999,0.1301,0.0374,0.1108,0.1889,VZ,ABBV,CVX,PM,PFE,MO,IBM,F,UPS,GILD,8.37,7.32,7.31,7.11,6.42,5.14,4.62,3.63,2.94,2.7,FDL
FDLO,Large Blend,Fidelity Investments,Exchange Traded Fund,0.0016,0.32,243478.72,0.0062,0.9983,0.0,0.0,0.0,-0.0044,0.04125,0.21094,0.27512,0.05993,,,,,,,,,,,,,,0.0002,0.0242,0.1042,0.017,0.0575,0.32990003,0.0938,0.1432,0.0238,0.0842,0.031,0.0911,MSFT,AAPL,GOOGL,AMZN,AVGO,BRK-B,JPM,V,LLY,MA,7.22,6.29,3.89,3.86,3.03,2.23,1.86,1.69,1.47,1.41,FDLO
FDLS,Mid-Cap Blend,Inspire,Exchange Traded Fund,0.0069,2.32,4371.12,0.0027,0.9973,0.0,0.0,0.0,0.0,0.06139,0.42814,0.98088,0.11706,,,,,,,,,,,,,,0.0,0.0,0.0642,0.0112,0.093100004,0.1989,0.0465,0.1527,0.026500002,0.1868,0.0785,0.1417,DAVE,NRG,AMSC,BBW,CW,THC,FIX,TTMI,HWM,UTI,2.18,1.49,1.34,1.31,1.28,1.28,1.27,1.25,1.23,1.22,FDLS
FDM,Small Value,First Trust,Exchange Traded Fund,0.006,0.71,580.02,0.001,0.999,0.0,0.0,0.0,0.0,0.07386,0.71732,1.41503,0.15078,,,,,,,,,,,,,,0.0,0.0148,0.1339,0.0373,0.089099996,0.0987,0.0028,0.2873,0.0241,0.1701,0.1145,0.0274,LEU,SEZL,LMB,TPB,BJRI,SEI,ASTE,GLDD,CPF,SPTN,3.31,3.0,2.37,2.34,1.86,1.81,1.64,1.38,1.32,1.31,FDM
FDMO,Large Growth,Fidelity Investments,Exchange Traded Fund,0.0016,1.19,249089.69,0.0278,0.9986,0.0,0.0,0.0,-0.026400002,0.03636,0.16797,0.27861,0.04882,,,,,,,,,,,,,,0.0001,0.0225,0.107700005,0.0195,0.0602,0.3419,0.0932,0.1337,0.0249,0.0699,0.0297,0.096599996,MSFT,NVDA,AAPL,AMZN,META,AVGO,TSLA,BRK-B,JPM,,6.81,6.68,6.0,3.91,3.42,2.77,2.23,2.1,1.82,,FDMO
FDN,Technology,First Trust,Exchange Traded Fund,0.0050999997,0.32,197305.2,0.0008,0.9992,0.0,0.0,0.0,0.0,0.03338,0.14075,0.17063,0.04623,,,,,,,,,,,,,,0.0,0.0,0.2317,0.0,0.0,0.35,0.3453,0.0339,0.0,0.020399999,0.0,0.0188,NFLX,META,AMZN,CRM,GOOGL,BKNG,CSCO,GOOG,ANET,PYPL,10.42,9.5,9.44,5.25,5.16,5.13,4.28,4.21,4.02,3.17,FDN
FDND,Derivative Income,First Trust,Exchange Traded Fund,0.0075,1.94,197313.77,0.0108,0.9892,0.0,0.0,0.0,0.0,0.03337,0.14073,0.17061,0.04623,,,,,,,,,,,,,,0.0,0.0,0.2317,0.0,0.0,0.3499,0.3453,0.0339,0.0,0.020299999,0.0,0.0188,NFLX,META,AMZN,CRM,GOOGL,BKNG,CSCO,GOOG,ANET,PYPL,10.36,9.43,9.37,5.22,5.12,5.1,4.25,4.17,4.0,3.14,FDND
FDNI,Diversified Emerging Mkts,First Trust,Exchange Traded Fund,0.0064999997,0.0,68560.61,0.0008,0.9992,0.0,0.0,0.0,0.0,0.04698,0.30067,0.37764,0.06642,,,,,,,,,,,,,,0.0,0.0,0.4109,0.0,0.0,0.2027,0.38639998,0.0,0.0,0.0,0.0,0.0,0700.HK,SHOP.TO,9988.HK,3690.HK,PDD,SPOT,NPN.JO,ADYEN.AS,PRX.AS,SE,9.62,9.51,8.32,7.06,5.64,5.25,5.13,4.99,4.96,4.67,FDNI
FDRR,Large Value,Fidelity Investments,Exchange Traded Fund,0.0016,0.32,241512.12,0.023,0.9933,0.0,0.0,0.0,-0.0163,0.05577,0.41383,0.65132,0.08933,,,,,,,,,,,,,,0.00029999999,0.0324,0.1108,0.0166,0.0584,0.319,0.089700006,0.1372,0.023599999,0.088599995,0.0294,0.094399996,MSFT,NVDA,AAPL,GOOGL,AVGO,META,JPM,LLY,CSCO,,7.24,7.02,6.3,3.35,3.07,2.6,2.18,1.71,1.46,,FDRR
FDRV,Global Large-Stock Growth,Fidelity Investments,Exchange Traded Fund,0.004,0.54,11329.42,0.2327,0.9988,0.0,0.0,0.0,-0.2315,0.04546,0.52663,1.40256,0.16935,,,,,,,,,,,,,,0.0,0.0,0.5589,0.0228,0.0,0.3509,0.0,0.0,0.0,0.0674,0.0,0.0,TSLA,RIVN,UBER,01211,2015.HK,IFX.DE,LYFT,NXPI,9868.HK,,5.86,5.68,5.01,4.82,4.5,4.35,4.05,3.97,3.92,,FDRV
FDT,Foreign Large Value,First Trust,Exchange Traded Fund,0.008,0.97,14973.03,0.0056,0.987,-0.0011,0.0,0.0,0.0084,0.10685,0.96817,1.35105,0.18835,,,,,,,,,,,,,,0.0,0.0073,0.11359999,0.0996,0.033800002,0.0432,0.0222,0.2708,0.0428,0.2974,0.0558,0.0135,064350.KS,012450.KS,ALPHA.AT,IDR.MC,7013.T,FRES.L,CBK.DE,ENR.DE,PHOE.TA,EVN.AX,0.72,0.71,0.69,0.69,0.68,0.66,0.65,0.65,0.65,0.64,FDT
FDTS,Foreign Small/Mid Value,First Trust,Exchange Traded Fund,0.008,1.17,1408.82,0.0015,0.9977,0.0,0.0,0.0,0.0008,0.13707,1.22668,2.33365,0.24852,,,,,,,,,,,,,,0.0,0.0297,0.1759,0.1363,0.045,0.0437,0.0278,0.09689999,0.0218,0.3133,0.071100004,0.0385,000720.KS,000880.KS,3350.T,9066.T,BAMNB.AS,HEIJM.AS,6703.T,012630.KS,3563.T,000240.KS,0.74,0.71,0.63,0.63,0.54,0.54,0.53,0.52,0.52,0.52,FDTS
FDTX,Technology,Fidelity Investments,Exchange Traded Fund,0.005,0.25,180318.66,0.0195,0.9807,0.0,0.0,0.0,-0.0001,0.03186,0.15464,0.16073,0.04724,,,,,,,,,,,,,,0.0,0.0,0.117,0.0,0.0,0.72110003,0.15100001,0.0,0.0,0.0,0.0,0.0109,MSFT,NVDA,TSM,META,AMZN,MRVL,SAP.DE,005930.KS,SE,DDOG,6.44,6.02,5.18,4.92,4.9,3.74,3.3,2.7,2.64,2.57,FDTX
FDV,Large Value,Federated,Exchange Traded Fund,0.005,0.39,70810.57,0.005,0.995,0.0,0.0,0.0,0.0,0.05334,0.43741,0.54655,0.09446,,,,,,,,,,,,,,0.0,0.084,0.0636,0.0224,0.1378,0.0496,0.038399998,0.1349,0.1879,0.0454,0.0804,0.1555,AMGN,ABBV,PNC,JNJ,PM,DUK,GILD,CVX,MS,EVRG,3.64,3.34,3.15,3.1,3.06,2.95,2.94,2.84,2.8,2.74,FDV
FDVV,Large Value,Fidelity Investments,Exchange Traded Fund,0.0016,0.14,158517.33,0.0050999997,0.9974,0.0,0.0,0.0,-0.0025,0.06094,0.44704,0.40818,0.09697,,,,,,,,,,,,,,0.0001,0.1204,0.0422,0.0,0.1355,0.23979999,0.0248,0.192,0.0971,0.023699999,0.090100005,0.0345,MSFT,NVDA,AAPL,JPM,PM,V,AVGO,PG,KO,ABN,5.56,5.39,4.84,2.62,2.53,2.51,2.35,2.19,2.18,2.09,FDVV
FDWM,Large Blend,Fidelity Investments,Exchange Traded Fund,0.0058999998,0.59,136404.9,0.0064,0.9936,0.0,0.0,0.0,0.0,0.04314,0.25701,0.41869,0.06029,,,,,,,,,,,,,,0.0,0.0294,0.1409,0.0,0.0551,0.2627,0.0641,0.14829999,0.0092,0.1277,0.0257,0.1369,AAPL,MSFT,AMZN,NVDA,GOOG,LLY,JPM,CI,MU,ACN,6.66,5.54,4.07,3.44,3.38,2.26,2.03,1.88,1.73,1.66,FDWM
FEAC,Large Blend,Fidelity Investments,Exchange Traded Fund,0.0018000001,0.0,143037.52,0.0055,0.9938,0.0,0.0,0.0,0.0007,0.04374,0.26117,0.50188,0.0693,,,,,,,,,,,,,,0.0,0.0202,0.1107,0.024300002,0.0358,0.3343,0.1109,0.122700006,0.0029,0.0865,0.033299997,0.1184,NVDA,MSFT,AAPL,AMZN,AVGO,META,GOOGL,NFLX,HD,ABBV,6.22,5.3,4.54,2.69,2.65,1.8,1.76,1.59,1.28,1.25,FEAC
FEAT,Derivative Income,YieldMax ETFs,Exchange Traded Fund,0.0128,0.0,0.0,0.35849997,0.22610001,0.4154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.03,9.953,,,,,,,,,,0.66059995,,,,,,,,,,,,NFLY,YBIT,JPMO,FBY,APLY,FGXXX,,,,,21.14,21.06,19.1,18.29,17.33,2.29,,,,,FEAT
FEBM,Defined Outcome,First Trust,Exchange Traded Fund,0.0085,0.0,326042.9,0.0105,0.9896,0.0,0.0,0.0,0.0,0.04095,0.22351,0.32746,0.05726,,,,,,,,,,,,,,0.0,0.0211,0.108100004,0.0173,0.0583,0.32930002,0.097399995,0.1391,0.0248,0.0785,0.0304,0.0956,,,,,,,,,,,,,,,,,,,,,FEBM
FEBP,Defined Outcome,PGIM Investments,Exchange Traded Fund,0.005,0.0,328312.8,0.013099999,0.98690003,0.0,0.0,0.0,0.0,0.0409,0.22314,0.3266,0.05716,,,,,,,,,,,,,,0.0,0.0214,0.1075,0.0171,0.0582,0.33040002,0.0971,0.139,0.0247,0.0785,0.030199999,0.096,,,,,,,,,,,,,,,,,,,,,FEBP
FEBT,Defined Outcome,AllianzIM,Exchange Traded Fund,0.0074,0.0,328312.8,0.0028,0.9972,0.0,0.0,0.0,0.0,0.0409,0.22314,0.3266,0.05716,,,,,,,,,,,,,,0.0,0.0214,0.1075,0.0171,0.0582,0.33040002,0.0971,0.139,0.0247,0.0785,0.030199999,0.096,,,,,,,,,,,,,,,,,,,,,FEBT
FEBU,Defined Outcome,AllianzIM,Exchange Traded Fund,0.0074,0.0,328312.8,0.0032,0.9968,0.0,0.0,0.0,0.0,0.0409,0.22314,0.3266,0.05716,,,,,,,,,,,,,,0.0,0.0214,0.1075,0.0171,0.0582,0.33040002,0.0971,0.139,0.0247,0.0785,0.030199999,0.096,,,,,,,,,,,,,,,,,,,,,FEBU
FEBW,Defined Outcome,AllianzIM,Exchange Traded Fund,0.0074,0.0,328312.8,0.003,0.9969,0.0,0.0,0.0,0.0,0.0409,0.22314,0.3266,0.05716,,,,,,,,,,,,,,0.0,0.0214,0.1075,0.0171,0.0582,0.33040002,0.0971,0.139,0.0247,0.0785,0.030199999,0.096,,,,,,,,,,,,,,,,,,,,,FEBW
FEBZ,Defined Outcome,TrueShares,Exchange Traded Fund,0.007900001,0.0,0.0,-0.0292,0.0511,0.9781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.739,,,,,,,,,,0.9781,0.0217,0.106800005,0.0175,0.057800002,0.3268,0.0949,0.1368,0.025899999,0.0726,0.0323,0.1069,FXFXX,,,,,,,,,,0.1,,,,,,,,,,FEBZ
FEDM,Foreign Large Blend,Flexshares Trust,Exchange Traded Fund,0.0011999999,0.22,59308.47,0.0178,0.97169995,0.0,0.0,0.0,0.0105,0.05901,0.51004,0.64311,0.10412,,,,,,,,,,,,,,0.0,0.0183,0.0752,0.0579,0.083900005,0.109,0.048699997,0.2525,0.031,0.1672,0.0479,0.1083,SAP.DE,CBA.AX,ASML.AS,ALV.DE,RY,NOVO-B.CO,NESN.SW,SHEL.L,6501.T,AZN.L,2.3,1.7,1.6,1.56,1.45,1.44,1.43,1.37,1.36,1.34,FEDM
FEGE,Global Large-Stock Blend,First Eagle,Exchange Traded Fund,0.005,0.0,79191.71,0.0033000002,0.99660003,0.0,0.0,0.0,0.0,0.05544,0.44909,0.50568,0.08588,,,,,,,,,,,,,,0.0,0.0159,0.0529,0.08939999,0.17809999,0.105299994,0.1017,0.1277,0.0,0.1325,0.070300005,0.1262,META,ORCL,PM,HCA,BATS.L,GOOG,005930.KS,BDX,PRX.AS,WPM.TO,3.25,3.08,2.69,2.68,2.57,2.5,2.32,2.13,2.1,2.08,FEGE
FEIG,Corporate Bond,Flexshares Trust,Exchange Traded Fund,0.0011999999,0.41,0.0,0.0117999995,0.0,0.9871,0.0,0.0011999999,0.0,0.0,0.0,0.0,0.0,,,4.43,9.294,,0.0091,0.054,0.0275,0.4131,0.019299999,0.0,0.477,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEIG
FELC,Large Blend,Fidelity Investments,Exchange Traded Fund,0.0018000001,0.58,323285.53,0.014099999,0.98910004,0.0,0.0,0.0,-0.0032,0.04323,0.21733,0.35517,0.06026,,,,,,,,,,,,,,0.0007,0.0111,0.1047,0.02,0.0446,0.33990002,0.1178,0.1457,0.0098,0.077800006,0.030299999,0.09810001,NVDA,AAPL,MSFT,AMZN,META,AVGO,BRK-B,GOOGL,GOOG,NFLX,7.06,6.44,6.42,4.03,2.88,2.74,2.31,1.98,1.97,1.56,FELC
FELG,Large Growth,Fidelity Investments,Exchange Traded Fund,0.0018000001,0.58,619657.1,0.0152,0.9908,0.0,0.0,0.0,-0.006,0.0335,0.09903,0.1766,0.0465,,,,,,,,,,,,,,0.0008,0.0008,0.142,0.0064999997,0.0155,0.4959,0.1522,0.063200004,0.0,0.0399,0.014400001,0.0696,NVDA,MSFT,AAPL,AMZN,META,AVGO,GOOGL,GOOG,TSLA,NFLX,10.96,10.76,10.24,5.87,4.31,4.31,3.36,3.29,2.84,2.33,FELG
FELV,Large Value,Fidelity Investments,Exchange Traded Fund,0.0018000001,0.9,81860.53,0.0252,0.9879,0.0,0.0,0.0,-0.013200001,0.05446,0.40143,0.54165,0.0827,,,,,,,,,,,,,,0.0008,0.0473,0.062,0.0461,0.0672,0.1247,0.0515,0.23200001,0.0365,0.1393,0.0592,0.13430001,BRK-B,JPM,XOM,PM,BAC,WMT,GE,JNJ,DIS,,3.85,2.83,2.02,1.61,1.5,1.5,1.39,1.38,1.31,,FELV
FEM,Diversified Emerging Mkts,First Trust,Exchange Traded Fund,0.008,0.94,12090.23,0.0028,0.9949,0.0,0.0023,0.0,0.0,0.11962,1.01879,1.52101,0.20855,,,,,,,,,,,,,,0.0,0.0234,0.1434,0.1246,0.0654,0.056399997,0.0659,0.1402,0.0381,0.199,0.105,0.0385,2615.TW,9992.HK,2603.TW,2609.TW,FIBRAPL14.MX,MTELEKOM.BD,MOL.BD,PE&OLES.MX,9863.HK,CMIG4,1.61,1.49,1.29,1.25,1.24,1.19,1.19,1.17,1.17,1.13,FEM
FEMB,Emerging-Markets Local-Currency Bond,First Trust,Exchange Traded Fund,0.0085,0.48,0.0,0.0298,0.0,0.97019994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.72,9.8,,0.1917,0.0218,0.1245,0.2353,0.0,0.0,0.4267,0.0,0.97019994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEMB
FEMR,Diversified Emerging Mkts,Fidelity Investments,Exchange Traded Fund,0.0038,0.0,49178.32,0.015800001,0.98370004,0.0,0.0,0.0,0.0004,0.07956,0.57745,0.79253,0.15118,,,,,,,,,,,,,,0.0019,0.02,0.1617,0.0291,0.056199998,0.2331,0.0863,0.22129999,0.023699999,0.0935,0.0312,0.044,2330.TW,0700.HK,9988.HK,HDB,IBN,005930.KS,INFY,1810.HK,000660.KS,RDY,9.41,5.13,3.35,3.11,2.72,2.01,1.93,1.81,1.68,1.58,FEMR
FEMS,Diversified Emerging Mkts,First Trust,Exchange Traded Fund,0.008,1.09,1459.44,0.0039,0.9895,0.0,0.0066000004,0.0,0.0,0.13356,1.20956,2.22154,0.29277,,,,,,,,,,,,,,0.0,0.1304,0.13859999,0.1216,0.0825,0.0671,0.0514,0.085200004,0.084,0.1027,0.0828,0.053600002,9911.HK,MRFG3.SA,PLUS.XPHS,COGN3.SA,LACOMERUBC,INKP.JK,1530.HK,JHSF3.SA,GENTERA.MX,CSMG3.SA,1.23,1.12,1.12,1.09,1.04,1.03,1.01,1.01,0.99,0.99,FEMS
FENI,Foreign Large Blend,Fidelity Investments,Exchange Traded Fund,0.0029,1.09,56291.5,0.096499994,0.97260004,0.0,0.0,0.0,-0.069,0.06847,0.57239,0.67827,0.11213,,,,,,,,,,,,,,0.0023,0.0034,0.0892,0.0672,0.069299996,0.098500006,0.0558,0.24299999,0.0372,0.19700001,0.0328,0.1066,ASML.AS,NOVN.SW,SIE.DE,6758.T,SAP.DE,TTE.PA,HSBA.L,AI.PA,SAN.MC,,2.02,1.69,1.42,1.27,1.18,1.15,1.13,1.12,1.11,,FENI
FENY,Equity Energy,Fidelity Investments,Exchange Traded Fund,0.00084,0.11,72384.34,0.0017,0.9984,0.0,0.0,0.0,0.0,0.06898,0.56508,0.90984,0.15038,,,,,,,,,,,,,,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0001,0.0004,0.9985,0.0,XOM,CVX,COP,WMB,EOG,KMI,LNG,MPC,OKE,PSX,23.21,13.1,6.21,4.12,3.43,3.14,3.01,2.92,2.81,2.65,FENY
FEOE,Foreign Large Blend,First Eagle,Exchange Traded Fund,0.005,0.0,45490.3,0.0073,0.9926,0.0,0.0,0.0,0.0,0.05993,0.60375,0.57391,0.10148,,,,,,,,,,,,,,0.0,0.0081,0.098500006,0.121800005,0.2182,0.0683,0.0368,0.1514,0.0,0.1743,0.074200004,0.048499998,BATS.L,SHEL.L,IMO.TO,005930.KS,PRX.AS,CFR.SW,BA.L,FMX,ULVR.L,BN.PA,3.85,3.74,3.62,3.09,2.91,2.6,2.51,2.51,2.38,2.36,FEOE
FEP,Europe Stock,First Trust,Exchange Traded Fund,0.008,0.86,15914.59,0.0023,0.9835,-0.002,0.0,0.0,0.0162,0.0944,0.88083,1.31522,0.2033,,,,,,,,,,,,,,0.0,0.0148,0.0955,0.0728,0.0428,0.0228,0.0463,0.36490002,0.0511,0.2138,0.0585,0.0167,ALPHA.AT,IDR.MC,EZJ.L,FRES.L,CBK.DE,LDO.MI,HAG.DE,VENDA.OL,TLX.DE,AG1.F,1.04,1.04,0.99,0.99,0.98,0.93,0.92,0.92,0.91,0.89,FEP
FEPI,Derivative Income,"REX Advisers, LLC",Exchange Traded Fund,0.0064999997,1.2946,633297.1,0.0,1.0,0.0,0.0,0.0,0.0,0.03013,0.20617,0.16512,0.05184,,,,,,,,,,,,,,0.026700001,0.0,0.1336,0.0,0.0,0.6582,0.2082,0.0,0.0,0.0,0.0,0.0,GOOGL,NFLX,AVGO,ADBE,NVDA,TSLA,MSFT,PLTR,META,AMD,7.34,7.21,7.14,7.09,7.07,7.07,7.0,6.99,6.74,6.74,FEPI
FESM,Small Blend,Fidelity Investments,Exchange Traded Fund,0.0028,0.71,2612.31,0.0648,0.9928,0.0,0.0,0.0,-0.057600003,0.06157,0.52454,1.17294,0.11887,,,,,,,,,,,,,,0.0011999999,0.0559,0.1003,0.0456,0.0495,0.1775,0.0278,0.1595,0.0217,0.171,0.041300002,0.1499,SFM,FTAI,CDE,QTWO,OPCH,CTRE,GH,SKYW,URBN,,1.13,0.89,0.76,0.74,0.74,0.73,0.72,0.71,0.7,,FESM
FETH,Digital Assets,Fidelity (FMR),Exchange Traded Fund,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FETH
FEUS,Large Blend,Flexshares Trust,Exchange Traded Fund,0.00090000004,0.32,350793.22,0.0053,0.9942,0.0005,0.0,0.0,0.0,0.04261,0.22345,0.3426,0.06237,,,,,,,,,,,,,,0.0005,0.0195,0.112399995,0.0161,0.0533,0.33130002,0.100200005,0.1443,0.0212,0.0708,0.0249,0.105900005,NVDA,MSFT,AAPL,AMZN,META,TSLA,GOOGL,JPM,V,MA,7.15,7.1,6.05,4.31,2.67,2.66,2.65,2.19,1.97,1.73,FEUS
FEUZ,Europe Stock,First Trust,Exchange Traded Fund,0.008,0.77,15999.57,0.0011999999,0.9988,0.0,0.0,0.0,0.0,0.09462,0.93466,1.40998,0.20139,,,,,,,,,,,,,,0.0,0.013200001,0.103999995,0.0558,0.0218,0.034,0.036199998,0.37060001,0.0668,0.2201,0.0621,0.0152,RHM.DE,ALPHA.AT,IDR.MC,CBK.DE,LTMC.MI,LDO.MI,CON.DE,HAG.DE,AG1.F,UNI.MC,1.47,1.38,1.38,1.3,1.29,1.24,1.22,1.22,1.18,1.18,FEUZ
FEX,Large Blend,First Trust,Exchange Traded Fund,0.0058,0.88,43775.76,0.0005,0.9995,0.0,0.0,0.0,0.0,0.05685,0.4024,0.59956,0.0862,,,,,,,,,,,,,,0.0,0.0188,0.1033,0.0402,0.0643,0.1698,0.060399998,0.19870001,0.0643,0.118599996,0.0718,0.089899994,HOOD,CVNA,PLTR,HWM,WDC,NFLX,TWLO,LPLA,NET,RBLX,0.67,0.66,0.63,0.57,0.56,0.55,0.52,0.51,0.51,0.51,FEX
FEZ,Europe Stock,SPDR State Street Global Advisors,Exchange Traded Fund,0.0029,0.06,125838.0,0.004,0.996,0.0,0.0,0.0,0.0,0.05831,0.47919,0.61016,0.09585,,,,,,,,,,,,,,0.0,0.0,0.125,0.039,0.0691,0.1762,0.048899997,0.22,0.0428,0.1847,0.039100002,0.0552,SAP.DE,ASML.AS,SIE.DE,ALV.DE,SU.PA,MC.PA,DTE.DE,TTE.PA,SAN.MC,AI.PA,7.2,6.83,4.22,3.57,3.38,3.23,3.18,3.11,2.83,2.8,FEZ
FFDI,Foreign Large Blend,Fidelity Investments,Exchange Traded Fund,0.0055,0.0,69683.98,0.0078,0.9732,0.0,0.0,0.0,0.019,0.04847,0.37341,0.3814,0.06394,,,,,,,,,,,,,,0.0014,0.0033000002,0.0911,0.0665,0.026099999,0.111099996,0.0475,0.2713,0.0,0.2874,0.0305,0.0653,SAP.DE,ASML.AS,AI.PA,UCG.MI,6501.T,LSEG.L,REL.L,BA.L,DB1.DE,SAF.PA,3.56,2.89,2.75,2.58,2.54,2.42,2.34,2.34,2.33,2.26,FFDI
FFEB,Defined Outcome,First Trust,Exchange Traded Fund,0.0085,0.0,326042.9,0.0108,0.9892,0.0,0.0,0.0,0.0,0.04095,0.22351,0.32746,0.05726,,,,,,,,,,,,,,0.0,0.0211,0.108100004,0.0173,0.0583,0.32930002,0.097399995,0.1391,0.0248,0.0785,0.0304,0.0956,,,,,,,,,,,,,,,,,,,,,FFEB
FFEM,Diversified Emerging Mkts,Fidelity Investments,Exchange Traded Fund,0.006,0.0,74789.98,0.0072000003,0.9908,0.0,0.0,0.0,0.002,0.0691,0.46477,0.43647,0.09304,,,,,,,,,,,,,,0.0019,0.0150999995,0.1498,0.0403,0.0419,0.22559999,0.0991,0.2341,0.0104,0.086899996,0.0665,0.030299999,2330.TW,0700.HK,005930.KS,HDB,9988.HK,RIGD,IBN,LTOD,BBCA.JK,WALMEX.MX,11.58,7.72,4.26,3.96,3.5,3.47,3.1,2.64,2.14,2.03,FFEM
FFGX,Foreign Large Blend,Fidelity Investments,Exchange Traded Fund,0.0055,0.0,79331.65,0.0023999999,0.98050004,0.0,0.0,0.0,0.017,0.05062,0.35443,0.37043,0.06738,,,,,,,,,,,,,,0.0070999996,0.0036000002,0.1182,0.061100002,0.0249,0.14829999,0.0554,0.2548,0.0008,0.2355,0.056399997,0.040999997,2330.TW,CSU.TO,0700.HK,SAP.DE,HDB,6501.T,UCG.MI,SAF.PA,BA.L,ASML.AS,4.11,2.53,2.5,2.5,2.33,1.97,1.89,1.81,1.79,1.79,FFGX
FFIU,Long-Term Bond,Spinnaker ETF Trust,Exchange Traded Fund,0.0054,0.2649,0.0,0.089899994,0.0159,0.8316,0.0626,0.0,0.0,0.0,0.0,0.0,0.0,,,4.18,8.739,,,,,,,,,,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MISXX,,,,,,,,,,9.07,,,,,,,,,,FFIU
FFLS,Long-Short Equity,The Future Fund,Exchange Traded Fund,0.0124,0.88,119809.91,0.6377,0.3623,0.0,0.0,0.0,0.0,0.04146,0.20955,0.2705,0.05306,,,,,,,,,,,,,,0.0,0.025899999,0.0979,0.0,0.0,0.4441,0.19469999,0.0323,0.0,0.0641,0.0,0.141,NVDA,GOOGL,META,MU,XYZ,SAFRY,AMZN,NXPI,HALO,EW,7.6,5.23,4.03,3.81,3.63,3.46,3.19,3.07,3.07,3.04,FFLS
FFLV,Large Value,Fidelity Investments,Exchange Traded Fund,0.0038,0.29,62893.86,0.0034999999,0.9954,0.0,0.0,0.0,0.0011999999,0.06039,0.46533,0.84528,0.0987,,,,,,,,,,,,,,0.0,0.057800002,0.066199996,0.0346,0.091800004,0.1046,0.0366,0.2201,0.0471,0.1167,0.0904,0.1341,XOM,CSCO,WFC,HIG,BAC,TRV,JNJ,USFD,CMCSA,WELL,4.04,3.97,3.37,3.16,3.11,2.99,2.72,2.33,2.08,1.96,FFLV
FFND,Large Growth,The Future Fund,Exchange Traded Fund,0.01,0.78,127911.89,0.008,0.992,0.0,0.0,0.0,0.0,0.0459,0.27872,0.35982,0.06594,,,,,,,,,,,,,,0.0,0.0106,0.086899996,0.0222,0.0452,0.24190001,0.13270001,0.1663,0.019,0.099700004,0.04,0.1356,GOOGL,META,AAPL,NVDA,AMZN,MSFT,BAESY,V,CSCO,JPM,2.87,2.51,2.48,2.37,2.36,2.02,1.62,1.6,1.57,1.56,FFND
FFTY,Mid-Cap Growth,Innovator ETFs,Exchange Traded Fund,0.008,13.04,11725.98,0.0029,0.9971,0.0,0.0,0.0,0.0,0.03511,0.15631,0.75028,0.05137,,,,,,,,,,,,,,0.0,0.0,0.1099,0.0498,0.1273,0.2956,0.035,0.1387,0.0,0.14930001,0.026099999,0.0684,PLTR,AGX,RKLB,DAVE,CRWV,AXON,CLS.TO,DUOL,HIMS,LRN,3.74,3.73,3.64,3.55,3.55,3.49,3.46,3.46,3.34,3.32,FFTY
FGD,Foreign Large Value,First Trust,Exchange Traded Fund,0.0056,0.0,10001.99,0.0053,0.9947,0.0,0.0,0.0,0.0,0.11132,1.25164,1.69537,0.23731,,,,,,,,,,,,,,0.0,0.0458,0.1361,0.052699998,0.0712,0.0,0.103,0.3723,0.0774,0.070199996,0.0712,0.0,ENG.MC,PHNX.L,SPK.NZ,KSS,BCE.TO,016360.KS,PEY.TO,LIF.TO,ABDN.L,0012.HK,1.98,1.85,1.82,1.6,1.45,1.43,1.38,1.33,1.32,1.29,FGD
