Ticker,Category Name,Family,Legal Type,Annual Report Expense Ratio,Annual Holdings Turnover,Total Net Assets,Cash Position,Stock Position,Bond Position,Preferred Position,Convertible Position,Other Position,Price/Earnings,Price/Book,Price/Sales,Price/Cashflow,Median Market Cap,3 Year Earnings Growth,Duration,Maturity,Credit Quality,Bb,Aa,Aaa,A,Other,B,Bbb,Below B,Us Government,Realestate,Consumer Cyclical,Basic Materials,Consumer Defensive,Technology,Communication Services,Financial Services,Utilities,Industrials,Energy,Healthcare,Top Position 1,Top Position 2,Top Position 3,Top Position 4,Top Position 5,Top Position 6,Top Position 7,Top Position 8,Top Position 9,Top Position 10,Weight of Top Position 1,Weight of Top Position 2,Weight of Top Position 3,Weight of Top Position 4,Weight of Top Position 5,Weight of Top Position 6,Weight of Top Position 7,Weight of Top Position 8,Weight of Top Position 9,Weight of Top Position 10,Ticker
VIOO,Small Blend,Vanguard,Exchange Traded Fund,0.0007,0.26,2733.93,0.0099,0.99,0.0,0.0,0.0,0.0,0.06337,0.62174,1.05079,0.12101,,,,,,,,,,,,,,0.0,0.0941,0.1285,0.0506,0.0432,0.128,0.026500002,0.1826,0.020299999,0.1725,0.0383,0.1155,COOP,CORT,QRVO,BMI,TFX,AWI,SPXC,BWA,LRN,TGTX,0.62,0.55,0.55,0.53,0.52,0.52,0.51,0.51,0.5,0.5,VIOO
VIOV,Small Value,Vanguard,Exchange Traded Fund,0.001,0.52,2257.57,0.0138,0.9861,0.0,0.0,0.0,0.0,0.07556,0.86783,1.53461,0.15811,,,,,,,,,,,,,,0.0,0.1034,0.142,0.0659,0.0438,0.1096,0.0294,0.2086,0.0313,0.1469,0.0353,0.0838,QRVO,TFX,BWA,COOP,JXN,LNC,FMC,MTH,CE,AL,1.13,1.07,1.05,1.01,0.97,0.91,0.88,0.83,0.82,0.82,VIOV
VIS,Industrials,Vanguard,Exchange Traded Fund,0.00090000004,0.04,43394.8,0.0046,0.9954,0.0,0.0,0.0,0.0,0.04277,0.21565,0.47937,0.06113,,,,,,,,,,,,,,0.0,0.0,0.0088,0.0031,0.0,0.0991,0.00029999999,0.0037,0.0001,0.88449997,0.0002,0.0002,GE,RTX,UBER,CAT,HON,UNP,ADP,DE,ETN,BA,4.19,3.23,2.95,2.87,2.63,2.51,2.35,2.3,2.24,2.21,VIS
VIXM,Trading--Miscellaneous,ProShares,Exchange Traded Fund,0.0,0.0,0.0,0.49220002,0.0,0.0,0.0,0.0,0.5078,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIXM
VIXY,Trading--Miscellaneous,ProShares,Exchange Traded Fund,0.0095,0.0,0.0,0.5087,0.0,0.0,0.0,0.0,0.49130002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIXY
VLLU,Large Value,Harbor,Exchange Traded Fund,0.0025,0.12,51961.24,-0.0002,1.0001999,0.0,0.0,0.0,0.0,0.07302,0.43865,0.97741,0.12174,,,,,,,,,,,,,,0.0,0.0,0.0911,0.0156,0.2074,0.0867,0.0841,0.2548,0.025899999,0.044099998,0.111099996,0.0792,CALM,MO,EME,HRB,JPM,XOM,T,AIG,EOG,SYY,3.07,3.06,3.03,3.01,3.0,2.99,2.96,2.96,2.82,2.81,VLLU
VLU,Large Value,SPDR State Street Global Advisors,Exchange Traded Fund,0.0011999999,0.13,85262.66,0.0017,0.9983,0.0,0.0,0.0,0.0,0.05903,0.46122,0.87414,0.10279,,,,,,,,,,,,,,0.0,0.0313,0.1149,0.028900001,0.0809,0.1372,0.0952,0.1936,0.0373,0.0951,0.0748,0.1106,AMZN,BRK-B,MSFT,XOM,VZ,WMT,AAPL,JPM,BAC,GOOG,3.23,2.22,2.01,1.71,1.71,1.64,1.53,1.41,1.37,1.36,VLU
VLUE,Large Value,iShares,Exchange Traded Fund,0.0015,0.24,62613.68,0.00029999999,0.9996,0.0,0.0,0.0,0.0,0.06908,0.5996,1.02403,0.13153,,,,,,,,,,,,,,0.0,0.0241,0.1107,0.018,0.056700002,0.3191,0.0955,0.1376,0.0242,0.0859,0.030299999,0.097799994,CSCO,INTC,GM,T,MU,AMAT,VZ,BAC,F,C,6.79,3.8,3.54,3.45,3.0,2.66,2.63,2.49,2.16,1.96,VLUE
VMAX,Large Value,Hartford Mutual Funds,Exchange Traded Fund,0.0029,0.64,58511.28,0.0002,0.9999,0.0,0.0,0.0,0.0,0.06985,0.4786,0.85678,0.11924,,,,,,,,,,,,,,0.0,0.0387,0.0402,0.038900003,0.0477,0.0798,0.0838,0.3332,0.075500004,0.0727,0.095,0.0946,NRG,ELV,EOG,T,STT,C,BRK-B,GOOGL,HPQ,GILD,1.88,1.86,1.78,1.76,1.76,1.74,1.7,1.7,1.67,1.67,VMAX
VMBS,Intermediate Government,Vanguard,Exchange Traded Fund,0.00029999999,0.79,0.0,0.0348,0.0,0.96519995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VMBS
VNAM,Miscellaneous Region,Global X Funds,Exchange Traded Fund,0.0050999997,0.13159999,2558.08,0.0028,0.9972,0.0,0.0,0.0,0.0,0.06884,0.66537,0.65577,0.07996,,,,,,,,,,,,,,0.0,0.3534,0.0106,0.1295,0.0802,0.0070999996,0.0,0.2529,0.0087,0.137,0.020599999,0.0,VIC.VN,HPG.VN,VHM.VN,VCB.VN,MSN.VN,VNM.VN,SSI.VN,VRE.VN,VPB.VN,VND.VN,12.75,9.12,9.0,5.33,4.93,4.53,3.36,2.89,2.41,2.03,VNAM
VNIE,Foreign Large Growth,Vontobel,Exchange Traded Fund,0.006,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNIE
VNLA,Ultrashort Bond,Janus Henderson,Exchange Traded Fund,0.0023,0.68,0.0,0.0695,0.0,0.9252,0.0,0.005,0.00029999999,0.0,0.0,0.0,0.0,,,5.09,9.927,,0.0,0.0435,0.074099995,0.3211,-0.0123000005,0.0,0.5736,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33330002,0.6667,0.0,,,,,,,,,,,,,,,,,,,,,VNLA
VNM,Miscellaneous Region,VanEck,Exchange Traded Fund,0.0068,0.21,2566.51,0.0047999998,0.9952,0.0,0.0,0.0,0.0,0.06221,0.59533,0.5362,0.0,,,,,,,,,,,,,,0.0,0.3872,0.0,0.098400004,0.1505,0.0,0.0,0.26319999,0.010299999,0.077,0.0134000005,0.0,VIC.VN,VHM.VN,HPG.VN,VNM.VN,VCB.VN,SSI.VN,MCH,VRE.VN,VIX.VN,VCI.VN,14.7,11.87,5.82,5.15,4.56,4.34,3.74,3.35,3.18,3.08,VNM
VNQ,Real Estate,Vanguard,Exchange Traded Fund,0.0013,0.07,26074.0,0.0076,0.9924,0.0,0.0,0.0,0.0,0.03084,0.43503,0.20939,0.06125,,,,,,,,,,,,,,0.0,0.989,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0002,0.0008,0.0,VRTPX,AMT,PLD,WELL,EQIX,DLR,SPG,O,PSA,CCI,14.28,6.25,5.61,5.52,4.79,3.16,3.05,3.0,2.81,2.7,VNQ
VNQI,Global Real Estate,Vanguard,Exchange Traded Fund,0.0011999999,0.07,5665.45,0.03,0.9586,-0.0011999999,0.0,0.0,0.0126,0.06828,1.13427,0.41211,0.10178,,,,,,,,,,,,,,0.0,0.9903,0.0023999999,0.0,0.0001,0.0001,0.0,0.0014,0.0,0.0055,0.0,0.0002,GMG.AX,8801.T,VNA.DE,1925.T,EMAAR.AE,8802.T,8830.T,0016.HK,SGRO.L,0823.HK,3.94,2.79,2.76,2.3,2.24,2.23,1.8,1.45,1.25,1.22,VNQI
VNSE,Large Blend,Natixis Funds,Exchange Traded Fund,0.008,0.69,317507.6,0.0201,0.9799,0.0,0.0,0.0,0.0,0.03978,0.2139,0.21887,0.04995,,,,,,,,,,,,,,0.0,0.0,0.0959,0.0359,0.037100002,0.2909,0.1663,0.15,0.0,0.1385,0.0467,0.0388,MSFT,AMZN,NVDA,META,TSM,GOOGL,BRK-B,JPM,SPOT,NOW,7.53,6.37,5.92,5.21,5.15,4.67,4.6,4.16,4.08,3.97,VNSE
VO,Mid-Cap Blend,Vanguard,Exchange Traded Fund,0.0004,0.16,34079.68,0.0029,0.9971,0.0,0.0,0.0,0.0,0.04734,0.34479,0.58065,0.07466,,,,,,,,,,,,,,0.0,0.076799996,0.087299995,0.0477,0.0616,0.1634,0.036199998,0.1374,0.0825,0.16229999,0.0573,0.0874,APH,AJG,TDG,MSI,CEG,CRH,DASH,NEM,HWM,DLR,1.16,1.01,0.93,0.91,0.87,0.8,0.78,0.74,0.7,0.67,VO
VOE,Mid-Cap Value,Vanguard,Exchange Traded Fund,0.0007,0.19,31175.33,0.0014,0.9986,0.0,0.0,0.0,0.0,0.05699,0.46395,0.85631,0.09645,,,,,,,,,,,,,,0.0,0.082600005,0.0682,0.070199996,0.1018,0.0929,0.0224,0.17860001,0.121700004,0.12550001,0.0677,0.0684,AJG,CRH,NEM,DLR,ALL,CARR,OKE,COR,LNG,PCAR,1.81,1.43,1.32,1.2,1.17,1.14,1.14,1.13,1.09,1.05,VOE
VOLT,Equity Energy,Tema Global Limited,Exchange Traded Fund,0.0075,0.37,24921.74,0.0126,0.9874,0.0,0.0,0.0,0.0,0.0397,0.32365,0.42287,0.07907,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.13520001,0.0,0.0,0.415,0.44979998,0.0,0.0,GEV,PWR,ITRI,NEE,OGE,HUBB,ETR,BELFB,AEP,JCI,5.86,5.34,5.29,5.27,4.62,4.43,4.26,4.16,4.16,3.98,VOLT
VONE,Large Blend,Vanguard,Exchange Traded Fund,0.0007,0.03,244203.16,0.0018000001,0.9982,0.0,0.0,0.0,0.0,0.04203,0.23847,0.35845,0.05953,,,,,,,,,,,,,,0.0,0.025799999,0.104899995,0.0202,0.0594,0.3051,0.0928,0.1432,0.024400001,0.0841,0.0324,0.107700005,AAPL,MSFT,NVDA,AMZN,META,BRK-B,GOOGL,AVGO,TSLA,GOOG,6.12,5.74,4.98,3.38,2.35,1.91,1.82,1.73,1.53,1.53,VONE
VONG,Large Growth,Vanguard,Exchange Traded Fund,0.0007,0.11,609043.6,0.0007,0.9993,0.0,0.0,0.0,0.0,0.03193,0.09252,0.18897,0.04252,,,,,,,,,,,,,,0.0,0.0057,0.1441,0.0061000003,0.0379,0.48380002,0.1301,0.071100004,0.0023999999,0.0361,0.0047,0.0779,AAPL,MSFT,NVDA,AMZN,META,GOOGL,AVGO,TSLA,GOOG,LLY,11.3,10.63,9.23,6.32,3.99,3.41,3.28,2.99,2.85,2.74,VONG
VONV,Large Value,Vanguard,Exchange Traded Fund,0.0007,0.17,84249.25,0.0027,0.9973,0.0,0.0,0.0,0.0,0.0535,0.40889,0.55029,0.08261,,,,,,,,,,,,,,0.0,0.0484,0.0627,0.036199998,0.0849,0.1011,0.045900002,0.22670001,0.049200002,0.1374,0.0636,0.1438,BRK-B,JPM,XOM,WMT,JNJ,UNH,PG,PM,BAC,WFC,4.05,2.85,1.93,1.75,1.56,1.46,1.24,1.1,1.1,0.97,VONV
VOO,Large Blend,Vanguard,Exchange Traded Fund,0.00029999999,0.02,315818.84,0.0018000001,0.9982,0.0,0.0,0.0,0.0,0.0413,0.22614,0.33706,0.058,,,,,,,,,,,,,,0.0,0.0225,0.1041,0.0178,0.0615,0.3171,0.0947,0.1397,0.0256,0.0766,0.0319,0.1086,AAPL,MSFT,NVDA,AMZN,META,BRK-B,GOOGL,AVGO,TSLA,GOOG,6.76,6.22,5.65,3.68,2.55,2.07,1.96,1.91,1.67,1.61,VOO
VOOG,Large Growth,Vanguard,Exchange Traded Fund,0.0007,0.27,538830.06,0.0016,0.9985,0.0,0.0,0.0,0.0,0.03435,0.12418,0.1857,0.0437,,,,,,,,,,,,,,0.0,0.0128,0.1197,0.0047999998,0.0399,0.3944,0.1464,0.1263,0.0108,0.0727,0.0067000003,0.0655,NVDA,MSFT,AAPL,META,AMZN,GOOGL,AVGO,TSLA,GOOG,LLY,11.0,6.3,6.05,4.96,4.16,3.82,3.72,3.26,3.14,2.92,VOOG
VOOV,Large Value,Vanguard,Exchange Traded Fund,0.0007,0.3,179777.22,0.0,1.0,0.0,0.0,0.0,0.0,0.04881,0.33667,0.49717,0.07365,,,,,,,,,,,,,,0.0,0.032899998,0.0874,0.031400003,0.084300004,0.2351,0.04,0.1554,0.041300002,0.0801,0.0583,0.1538,AAPL,MSFT,AMZN,BRK-B,XOM,PG,UNH,JNJ,JPM,KO,7.51,6.14,3.18,2.17,2.0,1.66,1.65,1.64,1.28,1.22,VOOV
VOT,Mid-Cap Growth,Vanguard,Exchange Traded Fund,0.0007,0.21,38189.75,0.0025,0.9975,0.0,0.0,0.0,0.0,0.03443,0.1849,0.22955,0.04842,,,,,,,,,,,,,,0.0,0.070300005,0.1105,0.0188,0.0104,0.2522,0.0538,0.0859,0.0324,0.21,0.044,0.1117,APH,TDG,MSI,CEG,DASH,HWM,CPRT,RCL,O,WCN,2.63,2.12,2.07,1.99,1.78,1.58,1.5,1.47,1.46,1.44,VOT
VOTE,Large Blend,TCW ETF,Exchange Traded Fund,0.0005,0.03,316165.88,0.0002,0.9998,0.0,0.0,0.0,0.0,0.04067,0.21817,0.31828,0.05625,,,,,,,,,,,,,,0.0,0.0198,0.1088,0.018,0.0571,0.33150002,0.098000005,0.1383,0.023599999,0.079,0.030199999,0.095699996,MSFT,NVDA,AAPL,AMZN,META,AVGO,GOOGL,TSLA,BRK-B,GOOG,6.67,6.22,5.88,3.83,2.76,2.17,1.95,1.89,1.77,1.73,VOTE
VOX,Communications,Vanguard,Exchange Traded Fund,0.00090000004,0.15,213120.06,0.0044,0.9956,0.0,0.0,0.0,0.0,0.05561,0.33047,0.43096,0.10084,,,,,,,,,,,,,,0.0,0.0,0.0049,0.0,0.0,0.0197,0.97480005,0.0,0.0,0.00059999997,0.0,0.0,META,GOOGL,GOOG,NFLX,T,VZ,DIS,TMUS,CMCSA,TTWO,19.73,12.48,9.78,5.62,5.15,4.73,4.11,3.56,3.47,1.79,VOX
VPC,Nontraditional Bond,Virtus,Exchange Traded Fund,0.097200006,0.29,827.72,0.0075,0.5542,0.2764,0.0007,0.00029999999,0.1609,0.1104,1.18844,0.12194,0.0,,,7.31,9.522,,0.2334,0.090299994,0.0088,0.031,-0.0235,0.52529997,0.0506,0.0841,0.0021,0.0,0.0002,0.0001,0.0001,0.0002,0.0002,0.9983,0.0,0.0005,0.0004,0.0002,TPVG,XFLT,OCSL,GAIN,JQC,GSBD,PSEC,TCPC,,,2.71,2.34,2.19,2.14,2.11,2.03,2.03,1.99,,,VPC
VPL,Diversified Pacific/Asia,Vanguard,Exchange Traded Fund,0.0007,0.05,21021.08,0.0128,0.9871,0.0,0.0,0.0,0.0,0.07322,0.77194,0.92599,0.11754,,,,,,,,,,,,,,0.0,0.0543,0.12640001,0.0677,0.048600003,0.1377,0.066,0.2038,0.0174,0.1929,0.0128,0.0725,7203.T,005930.KS,CBA.AX,6758.T,8306.T,BHP.AX,6501.T,8316.T,7974.T,1299.HK,2.64,2.21,2.13,1.86,1.68,1.43,1.29,1.04,1.03,0.96,VPL
VPLS,Intermediate Core-Plus Bond,Vanguard,Exchange Traded Fund,0.002,4.72,0.0,0.0042,0.0,0.9933,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,,,,9.434,,0.0732,0.041199997,0.50259995,0.1433,-0.007900001,0.0233,0.2165,0.0078,0.3646,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,VPLS
VPU,Utilities,Vanguard,Exchange Traded Fund,0.00090000004,0.05,38983.22,0.0050999997,0.9949,0.0,0.0,0.0,0.0,0.04934,0.44967,0.36823,0.11315,,,,,,,,,,,,,,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.9902,0.0047,0.005,0.0,NEE,SO,DUK,CEG,AEP,EXC,SRE,VST,XEL,D,10.29,7.54,7.05,5.23,4.32,3.53,3.52,3.3,3.04,3.03,VPU
VRAI,Global Small/Mid Stock,Virtus,Exchange Traded Fund,0.0055,0.67,8025.1,0.0226,0.9774,0.0,0.0,0.0,0.0,0.08012,0.71652,0.93919,0.21584,,,,,,,,,,,,,,0.0,0.3368,0.0,0.0287,0.0,0.0123000005,0.0404,0.0,0.1351,0.0108,0.42369998,0.012200001,MOS,AMX,BIP-UN.TO,TIMB,NGG,CVI,PBT,UAN,EPR,EXE,1.52,1.4,1.35,1.32,1.31,1.29,1.29,1.28,1.27,1.26,VRAI
VRIG,Ultrashort Bond,Invesco,Exchange Traded Fund,0.003,0.0,0.0,0.0069999998,0.0,0.99230003,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,,,5.5,10.029,,0.0033000002,0.38880002,0.0833,0.3566,0.018099999,0.0,0.14819999,0.0017,0.1858,,,,,,,,,,,,AGPXX,,,,,,,,,,0.74,,,,,,,,,,VRIG
VRP,Preferred Stock,Invesco,Exchange Traded Fund,0.005,0.16,0.0,0.0165,0.0,0.3423,0.5876,0.0535,0.0,0.0,0.0,0.0,0.0,,,6.26,9.86,,0.3232,0.0018000001,-0.00029999999,0.0252,0.038599998,0.0044,0.6071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,AGPXX,CPN,,,,,,,,,1.64,1.07,,,,,,,,,VRP
VRTL,Trading--Leveraged Equity,Graniteshares,Exchange Traded Fund,0.015,0.0,0.0,0.6013,0.0,0.0,0.0,0.0,0.3987,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VRTL
VSDA,Large Value,Victory Capital,Exchange Traded Fund,0.0034999999,0.5,48220.47,0.001,0.9989,0.0,0.0,0.0,0.0,0.05437,0.36727,0.71423,0.0709,,,,,,,,,,,,,,0.0,0.0,0.059299998,0.0801,0.3065,0.0358,0.0,0.22559999,0.0454,0.1439,0.033,0.070300005,BEN,MO,TROW,HRL,ADM,KMB,TGT,BF-B,MDT,GPC,4.14,3.65,3.49,3.01,2.45,2.34,2.31,2.12,2.11,2.06,VSDA
VSDB,Short-Term Bond,Vanguard,Exchange Traded Fund,0.0015,0.0,0.0,0.0011,0.0,0.9989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.935,,0.100200005,0.0531,0.45209998,0.1447,-0.067600004,0.0212,0.2918,0.0045,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VSDB
VSDM,Muni National Short,Vanguard,Exchange Traded Fund,0.0011999999,0.0,0.0,0.0241,0.0,0.97589993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.207,,0.0117999995,0.3336,0.1308,0.33310002,0.055999998,0.0,0.129,0.0057,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VSDM
VSGX,Foreign Large Blend,Vanguard,Exchange Traded Fund,0.001,0.05,30944.02,0.015,0.9828,0.0,0.0,0.0,0.0022,0.06512,0.59286,0.65805,0.11127,,,,,,,,,,,,,,0.0,0.038900003,0.1205,0.048899997,0.0665,0.1616,0.060300004,0.2875,0.0064,0.095,0.00029999999,0.11399999,2330.TW,SAP.DE,NESN.SW,ASML.AS,9988.HK,NOVN.SW,ROG.SW,7203.T,AZN.L,NOVO-B.CO,2.81,1.33,1.13,1.07,1.05,0.93,0.92,0.91,0.89,0.88,VSGX
VSHY,High Yield Bond,Virtus,Exchange Traded Fund,0.0039,0.32,0.0,0.0121,0.0,0.9879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.05,9.917,,0.5008,0.0,0.0233,0.0,0.0007,0.3012,0.1463,0.0277,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VSHY
VSLU,Large Blend,Applied Finance,Exchange Traded Fund,0.0049,0.2282,423979.84,0.0,1.0,0.0,0.0,0.0,0.0,0.04016,0.15213,0.31351,0.05826,,,,,,,,,,,,,,,0.0068,0.1146,0.0078,0.0477,0.35799998,0.1275,0.1452,0.0069999998,0.052600004,0.0198,0.113000005,NVDA,MSFT,GOOGL,AAPL,AVGO,MA,V,META,AMZN,JNJ,8.22,7.26,6.58,6.04,4.75,4.75,4.7,4.43,4.39,1.66,VSLU
VSMV,Large Value,Victory Capital,Exchange Traded Fund,0.0034999999,0.48,149049.36,0.0004,0.9996,0.0,0.0,0.0,0.0,0.05192,0.23195,0.49229,0.07042,,,,,,,,,,,,,,0.0,0.0058999998,0.0497,0.0,0.1369,0.2776,0.082600005,0.105299994,0.0,0.1341,0.0577,0.1503,AAPL,GOOGL,WMT,PG,JNJ,LMT,ABBV,RSG,ADP,ALL,8.94,5.42,4.29,3.79,3.56,3.48,3.32,3.31,3.22,3.17,VSMV
VSS,Foreign Small/Mid Blend,Vanguard,Exchange Traded Fund,0.0008,0.17,1962.42,0.0519,0.9457,-0.0004,0.0001,0.0,0.0026,0.06737,0.71906,1.10204,0.13667,,,,,,,,,,,,,,0.0,0.09,0.1144,0.115,0.0464,0.1182,0.0339,0.1171,0.032899998,0.2217,0.0395,0.071100004,WSP.TO,RBA.TO,K.TO,EMA.TO,AGI.TO,GFL,X.TO,ARX.TO,STN.TO,CLS.TO,0.67,0.56,0.55,0.41,0.36,0.34,0.34,0.33,0.3,0.3,VSS
VT,Global Large-Stock Blend,Vanguard,Exchange Traded Fund,0.00059999997,0.03,104987.26,0.0125,0.9868,0.0,0.0,0.0,0.0007,0.05107,0.38174,0.50478,0.08086,,,,,,,,,,,,,,0.0,0.0286,0.1065,0.0383,0.0616,0.2354,0.0779,0.17559999,0.0275,0.1117,0.037100002,0.0998,AAPL,MSFT,NVDA,AMZN,META,GOOGL,AVGO,BRK-B,TSLA,GOOG,3.6,3.38,2.93,1.99,1.38,1.07,1.02,0.96,0.9,0.9,VT
VTC,Corporate Bond,Vanguard,Exchange Traded Fund,0.00029999999,0.08,0.0,0.0011999999,0.0,0.9987,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,,,,9.42,,0.0019,0.0715,0.0109,0.45240003,-0.0025,0.0,0.4635,0.0023999999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTC
VTEB,Muni National Interm,Vanguard,Exchange Traded Fund,0.00029999999,0.19,0.0,0.0175,0.0,0.9825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.093,,0.0004,0.6019,0.1816,0.1824,0.012,0.0,0.0217,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTEB
VTEC,Muni California Intermediate,Vanguard,Exchange Traded Fund,0.0008,0.8,0.0,0.0188,0.0,0.98120004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.155,,0.0,0.8105,0.0652,0.1122,0.00029999999,0.0,0.0117999995,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTEC
VTEI,Muni National Interm,Vanguard,Exchange Traded Fund,0.0008,0.3,0.0,0.0319,0.0,0.96809995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.295,,0.0,0.62049997,0.1831,0.169,0.0159,0.0,0.0115,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTEI
VTEL,Muni National Long,Vanguard,Exchange Traded Fund,0.00090000004,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTEL
VTES,Muni National Short,Vanguard,Exchange Traded Fund,0.00059999997,0.21,0.0,0.0509,0.0,0.9491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.399,,0.0,0.5787,0.2352,0.1575,0.0219,0.0,0.0067000003,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTES
VTHR,Large Blend,Vanguard,Exchange Traded Fund,0.0007,0.09,200493.33,0.0026,0.9974,0.0,0.0,0.0,0.0,0.04272,0.25328,0.38076,0.06141,,,,,,,,,,,,,,0.0,0.0277,0.1043,0.021,0.0588,0.2982,0.089700006,0.1449,0.0247,0.0874,0.032899998,0.1104,AAPL,MSFT,NVDA,AMZN,META,BRK-B,GOOGL,AVGO,TSLA,GOOG,5.85,5.49,4.76,3.23,2.25,1.82,1.74,1.65,1.46,1.46,VTHR
VTI,Large Blend,Vanguard,Exchange Traded Fund,0.00029999999,0.02,200808.3,0.0055,0.9945,0.0,0.0,0.0,0.0,0.04254,0.25159,0.37883,0.06102,,,,,,,,,,,,,,0.0,0.027999999,0.103599995,0.020599999,0.0582,0.3013,0.0874,0.1433,0.0249,0.088599995,0.0326,0.111499995,AAPL,MSFT,NVDA,AMZN,META,BRK-B,GOOGL,AVGO,TSLA,LLY,5.96,5.49,4.71,3.28,2.24,1.76,1.71,1.68,1.44,1.43,VTI
VTIP,Short-Term Inflation-Protected Bond,Vanguard,Exchange Traded Fund,0.00029999999,0.26,0.0,0.0752,0.0,0.92480004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.054,,0.0,0.0,0.9998,0.0,0.0002,0.0,0.0,0.0,0.92480004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTIP
VTV,Large Value,Vanguard,Exchange Traded Fund,0.0004,0.09,123474.78,0.0028,0.9972,0.0,0.0,0.0,0.0,0.05486,0.37731,0.55301,0.08265,,,,,,,,,,,,,,0.0,0.031,0.0473,0.031600002,0.1105,0.0881,0.0382,0.24229999,0.053600002,0.125,0.0653,0.1671,BRK-B,JPM,XOM,WMT,PG,UNH,JNJ,HD,ABBV,PM,3.89,3.23,2.19,2.05,1.82,1.81,1.8,1.71,1.65,1.27,VTV
VTWG,Small Growth,Vanguard,Exchange Traded Fund,0.001,0.29,3164.61,0.009,0.991,0.0,0.0,0.0,0.0,0.04965,0.28472,0.57919,0.07672,,,,,,,,,,,,,,0.0,0.015700001,0.0858,0.039300002,0.051599998,0.2172,0.0183,0.08,0.0043,0.21110001,0.029000001,0.24780001,SFM,INSM,FTAI,CRS,AIT,RKLB,HALO,EXLS,MLI,FN,1.43,1.03,0.9,0.78,0.78,0.64,0.64,0.63,0.63,0.62,VTWG
VTWO,Small Blend,Vanguard,Exchange Traded Fund,0.0007,0.12,2544.33,0.016,0.984,0.0,0.0,0.0,0.0,0.06325,0.58044,0.88164,0.11307,,,,,,,,,,,,,,0.0,0.072399996,0.089899994,0.039300002,0.043899998,0.14649999,0.0207,0.1821,0.0317,0.1597,0.044099998,0.16950001,SFM,INSM,FTAI,CRS,AIT,SSB,MLI,RKLB,HALO,EXLS,0.73,0.52,0.46,0.4,0.4,0.36,0.35,0.32,0.32,0.32,VTWO
VTWV,Small Value,Vanguard,Exchange Traded Fund,0.001,0.24,2020.4,0.0104,0.9896,0.0,0.0,0.0,0.0,0.07614,0.88756,1.19469,0.15742,,,,,,,,,,,,,,0.0,0.1322,0.0943,0.039300002,0.0359,0.0721,0.0233,0.2892,0.060599998,0.10569999,0.060100004,0.0872,SSB,ONB,UMBF,ESNT,TMHC,PRMB,JXN,EPRT,TRNO,CADE,0.74,0.57,0.56,0.52,0.51,0.5,0.5,0.49,0.49,0.47,VTWV
